role,com_name,experience,salary,location
Lead Data Scientist,AI/ML Product & Consulting services company,6-11 Yrs,Not disclosed,Hyderabad(Raidurgam)
Lead Data Scientist,Forecastera India,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Lead Data Scientist,IT Services,6-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Lead Data Scientist,Leading Client,5-8 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Leading Client,2-3 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Deutsche Bank,8-13 Yrs,Not disclosed,Hybrid - Bengaluru
Lead Data Scientist,Visa,3-8 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,NeoSOFT,4-8 Yrs,8-16 Lacs PA,Bengaluru(Lingarajapuram)
Lead Data Scientist,NeoSOFT,4-9 Yrs,15-19 Lacs PA,Bengaluru(Lingarajapuram)
Lead Data Scientist,IT,5-10 Yrs,18-32.5 Lacs PA,"Hybrid - Hyderabad, Bengaluru"
Lead Data Scientist,CARBYNETECH,3-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,CARBYNETECH,5-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Carbynetech India Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Carbynetech India Pvt Ltd,5-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Nielsen Sports,2-3 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,SAP,8-10 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,SAP,3-7 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Celzene It Services,9-14 Yrs,10-20 Lacs PA,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR"
Lead Data Scientist,Lingaro Sp Z Oo,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Coursera,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Coursera,5-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Capco,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Demandbase,4-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Lead Data Scientist,Demandbase,3-6 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Lead Data Scientist,Demandbase,5-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Lead Data Scientist,HCLTech,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Angel One,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Qualcomm,5-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,CARBYNETECH,3-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Leading Client,7-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Wipro,5-10 Yrs,20-30 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Praval Infotech,2-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Hitachi,8-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Solugenix,10-15 Yrs,Not disclosed,"Indore, Hyderabad"
Lead Data Scientist,Coursera,4-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Leading Client,2-5 Yrs,Not disclosed,Karnataka
Lead Data Scientist,Leading Client,6-9 Yrs,Not disclosed,Remote
Lead Data Scientist,Leading Client,4-8 Yrs,Not disclosed,New Delhi
Lead Data Scientist,Leading Client,5-8 Yrs,Not disclosed,Karnataka
Lead Data Scientist,Fractal Analytics,2-7 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Gurugram, Bengaluru"
Lead Data Scientist,Virtusa,9-14 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,NTT DATA,8-13 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,S&P Global Inc.,2-7 Yrs,Not disclosed,"Hyderabad, Gurugram"
Lead Data Scientist,Qualcomm,2-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Atlassian,7-12 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Qualcomm,4-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Leading Client,2-6 Yrs,Not disclosed,Gurugram
Lead Data Scientist,Leading Client,3-8 Yrs,Not disclosed,Karnataka
Lead Data Scientist,Leading Client,3-7 Yrs,Not disclosed,andrapradesh
Lead Data Scientist,Leading Client,2-4 Yrs,Not disclosed,"India, India"
Lead Data Scientist,Leading Client,3-7 Yrs,Not disclosed,Uttar Pradesh
Lead Data Scientist,Leading Client,2-5 Yrs,Not disclosed,Chennai
Lead Data Scientist,Leading Client,5-10 Yrs,Not disclosed,Chennai
Lead Data Scientist,Leading Client,3-5 Yrs,Not disclosed,Andhra Pradesh
Lead Data Scientist,Leading Client,4-5 Yrs,Not disclosed,"India, India"
Lead Data Scientist,Leading Client,4-9 Yrs,Not disclosed,Pan India
Lead Data Scientist,Broadridge,2-5 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Lead Data Scientist,Zetwerk,2-5 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Hexaware Technologies,4-9 Yrs,12-22 Lacs PA,"Hybrid - Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Verizon,4-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Accolite Software India Pvt Ltd,3-4 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Lead Data Scientist,Wipro,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Zetwerk,4-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,PwC Service Delivery Center,2-5 Yrs,Not disclosed,"Kolkata, Hyderabad, Bengaluru"
Lead Data Scientist,Accenture,5-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Capco,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Zetwerk,3-8 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Morningstar,6-11 Yrs,Not disclosed,Mumbai
Lead Data Scientist,Genpact,4-6 Yrs,Not disclosed,"Noida, Hyderabad, Bengaluru"
Lead Data Scientist,Wipro,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Visa,10-15 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Lead Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Gurugram, Bengaluru"
Lead Data Scientist,Photon,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Realising Dreams Inspirex Hr Services Private Limi Ted,8-12 Yrs,Not disclosed,"Hybrid - Noida, Hyderabad, Bengaluru"
Lead Data Scientist,Nityo Infotech,10-14 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Accolite Software India Pvt Ltd,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Lead Data Scientist,Leading Client,2-5 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Zetwerk,4-6 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Atyeti,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Tech Mahindra,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Yash Technologies,7-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Epam Systems,8-13 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Epam Systems,8-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Hdfc Bank,5-10 Yrs,Not disclosed,Mumbai (All Areas)
Lead Data Scientist,Capgemini,1-6 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Chennai"
Lead Data Scientist,Rpa Infotech,2-7 Yrs,Not disclosed,Gurugram
Lead Data Scientist,Pronix It Solutions,4-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Infosys,3-8 Yrs,5-15 Lacs PA,"Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Hsbc,7-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Kolkata, Hyderabad, Bengaluru"
Lead Data Scientist,Zetwerk,7-10 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Wipro,2-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Pepsico,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Gurugram, Delhi / NCR"
Lead Data Scientist,Arivonix,5-10 Yrs,Not disclosed,Remote
Lead Data Scientist,Harmony Data Integration Technologies,5-9 Yrs,Not disclosed,Mohali
Lead Data Scientist,Roche Diagnostics,8-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Photon,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Tavant Technologies,5-8 Yrs,Not disclosed,"Hybrid - Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru"
Lead Data Scientist,Amazon,4-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Recmatrix Consulting,4-9 Yrs,15-30 Lacs PA,"Hybrid - Hyderabad, Pune, Bengaluru(Whitefield)"
Lead Data Scientist,growing specialized player in the Connectedness industry,6-8 Yrs,10-20 Lacs PA,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,growing specialized player in connected industry,8-13 Yrs,15-30 Lacs PA,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,US MNC (analytics),4-8 Yrs,15-30 Lacs PA,"Hybrid - Pune, Gurugram, Bengaluru"
Lead Data Scientist,Zensar,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Yash Technologies,3-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Indusind Bank,6-10 Yrs,Not disclosed,Gurugram
Lead Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR"
Lead Data Scientist,JPMorgan Chase Bank,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Darahaas Global Services,4-7 Yrs,10-20 Lacs PA,"Hyderabad, Bangalore/Bengaluru"
Lead Data Scientist,Photon,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Oracle,10-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Zetwerk,3-6 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Oracle,10-15 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Wipro,6-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Capgemini,4-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Amazon,1-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Photon,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Capco,7-12 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Zetwerk,4-9 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Zetwerk,6-8 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Photon,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Capco,7-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Wipro,5-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,PwC Service Delivery Center,1-4 Yrs,Not disclosed,"Mumbai, Hyderabad, Bengaluru"
Lead Data Scientist,Siemens,6-9 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Diverse Lynx,4-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Genpact,4-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Genpact,4-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Pepsico,8-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Nielsen Sports,2-6 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Yotta Techports,10-15 Yrs,30-35 Lacs PA,Hyderabad
Lead Data Scientist,Pepsico,5-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Hoffmann-La Roche,3-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Tiger Analytics,3-7 Yrs,7-17 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Lingaro Sp Z Oo,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,NOVARTIS,8-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Leading Client,8-12 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Cynosure Corporate Solutions,7-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Visa,12-15 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Leading Client,7-10 Yrs,Not disclosed,"Noida, Hyderabad, Gurugram"
Lead Data Scientist,Leading Client,2-6 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Kloud9,7-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Lingaro Sp Z Oo,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,CODERS BRAIN,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,CODERS BRAIN,6-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Cynosure Corporate Solutions,3-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Leading Client,5-7 Yrs,Not disclosed,"Hyderabad, Ahmedabad"
Lead Data Scientist,Lingaro Sp Z Oo,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Lingaro Sp Z Oo,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Sadbhav Futuretech / Please don't Mention client name.,3-8 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Accenture,8-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Capgemini,3-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Qualcomm,2-4 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Apple,2-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,S&P Global Inc.,7-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,R Systems International,5-10 Yrs,15-30 Lacs PA,Remote
Lead Data Scientist,Maruti Suzuki,4-9 Yrs,Not disclosed,"Gurugram, Bengaluru"
Lead Data Scientist,Merck Sharp & Dohme (MSD),4-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Merck Sharp & Dohme (MSD),5-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Cotiviti,5-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,5-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,2-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,6-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Zensar,5-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Medtronic,4-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Pepsico,5-9 Yrs,Not disclosed,"Hyderabad, Gurugram"
Lead Data Scientist,HARMAN,5-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Accenture,2-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Accenture,3-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Accenture,3-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,JPMorgan Chase Bank,4-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,3-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Zensar,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Photon,8-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Amazon,1-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Apple,4-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Hsbc,7-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Zensar,7-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Grid Dynamics,4-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Lead Data Scientist,Aurum Data Solutions,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,HERITAGE FOODS LIMITED,3-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Xcellence It,2-6 Yrs,Not disclosed,Surat
Lead Data Scientist,Angel One,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Pivotchain,Not Provided,Unpaid,Pune
Lead Data Scientist,Amazon,3-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Medtronic,14-16 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Revolo Infotech,4-6 Yrs,Not disclosed,"Mumbai, Hyderabad"
Lead Data Scientist,Indusind Bank,10-15 Yrs,20-35 Lacs PA,Mumbai (All Areas)
Lead Data Scientist,Angel One,2-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Hitachi,7-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Leading Client,2-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Turing,1-5 Yrs,Not disclosed,Remote
Lead Data Scientist,Uber,4-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Praval Infotech,8-13 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Callaway Digital Technologies,9-12 Yrs,Not disclosed,Hybrid - Hyderabad
Lead Data Scientist,Leading Client,4-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,CARBYNETECH,8-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,S&P Global Inc.,8-13 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Client of Connexion Group,8-10 Yrs,16-30 Lacs PA,"Hyderabad, Pune, Bengaluru"
Lead Data Scientist,UST,5-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Uber,2-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,ILM 360,7-11 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Getyourjob Recruitment Solutions,7-12 Yrs,12-22 Lacs PA,"Hyderabad, Pune, Chennai, Bengaluru, Delhi / NCR"
Lead Data Scientist,Paytm,5-10 Yrs,Not disclosed,"Noida, Bengaluru"
Lead Data Scientist,Schneider Electric,2-5 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Hitachi,8-10 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Medtronic,5-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Tiger Analytics,8-12 Yrs,20-30 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Tiger Analytics,5-9 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Tiger Analytics,6-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR"
Lead Data Scientist,Virtusa,8-13 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Diageo,4-6 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Leading Client,6-8 Yrs,Not disclosed,"Pune, Chennai, Bengaluru"
Lead Data Scientist,S&P Global Inc.,8-10 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Lead Data Scientist,S&P Global Inc.,9-13 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Lead Data Scientist,S&P Global Inc.,4-9 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Lead Data Scientist,Capgemini,7-12 Yrs,Not disclosed,"Hyderabad, Pune, Delhi / NCR"
Lead Data Scientist,Leading Client,3-8 Yrs,Not disclosed,"Noida, Hyderabad, Bengaluru"
Lead Data Scientist,Zetwerk,8-12 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Leading Client,1-4 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,3-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,4-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Ness,15-20 Yrs,Not disclosed,"Hybrid - Hyderabad, Bengaluru"
Lead Data Scientist,Photon,3-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru, Thiruvananthapuram"
Lead Data Scientist,IBM,6-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,6-11 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Accenture,7-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Virtusa,7-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Amazon,0-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Pepsico,11-14 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,S&P Global Inc.,5-8 Yrs,Not disclosed,"Noida, Hyderabad, Gurugram, Bengaluru"
Lead Data Scientist,Comviva Technology,2-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Tiger Analytics,4-9 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Leading Client,4-8 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Leading Client,6-10 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,One of the TOP MNC,3-8 Yrs,15-25 Lacs PA,"Hyderabad, Bengaluru"
Lead Data Scientist,Verizon,10-15 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Amazon,1-3 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Verizon,10-14 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Oracle,11-14 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Spotflock Technologies,5-10 Yrs,Not disclosed,"New Delhi, Hyderabad"
Lead Data Scientist,Collective S,1-3 Yrs,4.5-6.5 Lacs PA,Hyderabad
Lead Data Scientist,Amazon,0-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Capco,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,JPMorgan Chase Bank,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Virtusa,5-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Atyeti,3-8 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Tiger Analytics,4-6 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Tiger Analytics,3-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Tiger Analytics,2-6 Yrs,7-17 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Tiger Analytics,2-7 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Fusion Plus Solutions,3-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Kone,3-8 Yrs,Not disclosed,"Hybrid - Pune, Chennai"
Lead Data Scientist,Feuji Software Solutions,6-10 Yrs,Not disclosed,Remote
Lead Data Scientist,Tiger Analytics,4-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,NOVARTIS,9-14 Yrs,45-55 Lacs PA,Hybrid - Hyderabad
Lead Data Scientist,US based Software Company,3-8 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,E2E Infoware,5-8 Yrs,Not disclosed,"Chennai, Bengaluru"
Lead Data Scientist,Persistent,6-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,S&P Global Inc.,5-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,S&P Global Market Intelligence,3-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Epam Systems,2-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Epam Systems,5-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Epam Systems,8-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Diverse Lynx,2-6 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,IQVIA,8-13 Yrs,25-40 Lacs PA,Hybrid - Bengaluru
Lead Data Scientist,Prudential,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Prudential Corporation Asia,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,An MNC client of CIEL,4-9 Yrs,20-35 Lacs PA,"Hybrid - Pune, Bengaluru"
Lead Data Scientist,Qualcomm,10-15 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Wells Fargo,5-9 Yrs,Not disclosed,Hyderabad
